strain1,strain2,chr_num,start,end
JU406,JU782,6,4171277,5883687
JU406,KR314,6,21056,5883687
JU406,LKC34,6,21056,5883687
JU406,MY16,6,2137728,5883687
JU406,MY1,6,21056,5883687
JU406,PB303,6,21056,5883687
JU561,LSJ1,6,2602978,5883687
JU561,MY18,6,2602978,5883687
JU561,JU642,6,2602978,5883687
JU561,MY16,6,2602978,5883687
MY10,JU642,6,21056,5883687
MY18,JU642,6,21056,5883687
PX174,JU642,6,21056,5883687
QX1233,JU642,6,21056,5883687
WN2002,JU642,6,21056,5883687
JU642,JU774,6,21056,5883687
JU642,JU782,6,4171277,5883687
JU642,KR314,6,21056,5883687
JU642,LKC34,6,21056,5883687
JU642,MY16,6,2137728,5883687
JU642,PB303,6,21056,5883687
LSJ1,JU774,6,21056,5883687
MY18,JU774,6,21056,5883687
JU774,MY16,6,1746923,5883687
LSJ1,JU778,6,21056,5883687
MY18,JU778,6,21056,5883687
JU778,MY16,6,2137728,5883687
LSJ1,JU782,6,4171277,5883687
MY18,JU782,6,4171277,5883687
JU782,MY16,6,4171277,5883687
LSJ1,KR314,6,21056,5883687
MY18,KR314,6,21056,5883687
KR314,MY16,6,2137728,5883687
LSJ1,LKC34,6,21056,5883687
MY18,LKC34,6,606594,5883687
LKC34,MY16,6,2137728,5883687
LSJ1,MY10,6,21056,5883687
LSJ1,MY18,6,21056,5883687
LSJ1,PX174,6,21056,5883687
LSJ1,PX179,6,21056,5883687
LSJ1,QX1233,6,21056,5883687
LSJ1,WN2002,6,21056,5883687
LSJ1,MY16,6,2137728,5883687
LSJ1,MY1,6,21056,5883687
LSJ1,PB303,6,21056,5883687
MY18,MY1,6,21056,5883687
MY16,MY1,6,1746923,5883687
MY10,MY18,6,606594,5883687
MY10,MY16,6,1746923,5883687
PX174,MY16,6,1746923,5883687
PX179,MY16,6,1746923,5883687
QX1233,MY16,6,1746923,5883687
WN2002,MY16,6,2137728,5883687
MY16,PB303,6,1746923,5883687
MY18,PX174,6,21056,5883687
MY18,PX179,6,21056,5883687
MY18,QX1233,6,21056,5883687
MY18,WN2002,6,606594,5883687
MY18,PB303,6,21056,5883687
PB306,PS2025,6,2137728,5883687
CX11271,ED3048,6,3709807,6176724
CX11271,WN2002,6,21056,6176724
CX11271,ED3011,6,21056,6176724
CX11271,EG4725,6,21056,6176724
CX11271,JU1200,6,4964656,6176724
CX11271,JU778,6,21056,6176724
CX11271,LKC34,6,21056,6176724
CX11271,PB303,6,21056,6176724
JU397,DL200,6,21056,6176724
WN2002,ED3011,6,21056,6176724
ED3011,LKC34,6,21056,6176724
ED3048,WN2002,6,3709807,6176724
ED3048,LKC34,6,3709807,6176724
WN2002,EG4725,6,21056,6176724
WN2002,JU1200,6,4964656,6176724
JU1200,LKC34,6,4964656,6176724
JU1242,JU397,6,21056,6176724
JU397,JU1530,6,4593151,6176724
JU310,JU397,6,4593151,6176724
JU323,JU397,6,21056,6176724
JU792,JU397,6,21056,6176724
JU397,JU847,6,21056,6176724
JU397,JU440,6,4593151,6176724
WN2002,JU778,6,21056,6176724
WN2002,LKC34,6,21056,6176724
LKC34,PB303,6,21056,6176724
WN2002,PB303,6,21056,6176724
CB4856,DL238,6,5884006,6470281
CX11315,JU346,6,6180531,6833877
CX11315,JU642,6,6180531,6833877
ED3077,JU1400,6,21056,6833877
WN2002,JU1400,6,21056,6833877
AB1,JU1400,6,21056,7105535
JU1409,AB4,6,21056,7105535
AB4,JU1400,6,21056,7105535
AB4,LKC34,6,21056,7105535
CB4852,JU1400,6,2602978,7105535
CB4854,JU1400,6,21056,7105535
CB4858,JU1400,6,21056,7105535
CX11262,JU1400,6,5884006,7105535
CX11271,JU1409,6,21056,7105535
CX11271,JU1400,6,21056,7105535
CX11276,JU1400,6,21056,7105535
CX11285,JU1400,6,5884006,7105535
CX11292,JU1400,6,21056,7105535
CX11314,JU1400,6,21056,7105535
DL226,JU1400,6,21056,7105535
ED3005,JU1400,6,2137728,7105535
ED3011,JU1400,6,21056,7105535
ED3012,JU1409,6,4964656,7105535
ED3012,JU1400,6,4964656,7105535
ED3012,LKC34,6,4964656,7105535
ED3017,JU1400,6,2602978,7105535
ED3040,JU1400,6,3709807,7105535
ED3046,JU1400,6,21056,7105535
ED3048,JU1400,6,3709807,7105535
ED3049,JU1400,6,21056,7105535
ED3052,JU1400,6,2137728,7105535
ED3073,JU1409,6,21056,7105535
ED3073,JU1400,6,21056,7105535
ED3073,LKC34,6,21056,7105535
JU1409,ED3077,6,21056,7105535
ED3077,LKC34,6,4593151,7105535
EG4347,JU1409,6,21056,7105535
EG4347,JU1400,6,21056,7105535
EG4347,LKC34,6,21056,7105535
EG4349,JU1400,6,1444043,7105535
EG4725,JU1400,6,21056,7105535
EG4946,JU1400,6,21056,7105535
JT11398,JU1400,6,3219578,7105535
JU1088,JU1400,6,5289771,7105535
JU1172,JU1400,6,21056,7105535
JU1200,JU1400,6,4964656,7105535
JU1395,JU1400,6,2602978,7105535
JU1409,JU1400,6,21056,7105535
JU1491,JU1400,6,21056,7105535
JU561,JU1400,6,2602978,7105535
JU830,JU1400,6,5574662,7105535
MY10,JU1400,6,606594,7105535
PX174,JU1400,6,21056,7105535
PX179,JU1400,6,21056,7105535
QX1233,JU1400,6,21056,7105535
JU1400,JU1440,6,21056,7105535
JU1400,JU1652,6,21056,7105535
JU1400,JU1896,6,21056,7105535
JU1400,JU751,6,5884006,7105535
JU1400,JU774,6,21056,7105535
JU1400,JU778,6,21056,7105535
JU1400,JU782,6,4171277,7105535
JU1400,KR314,6,21056,7105535
JU1400,LKC34,6,21056,7105535
JU1400,MY1,6,21056,7105535
JU1400,PB303,6,21056,7105535
JU1400,PS2025,6,5884006,7105535
JU1409,JU1491,6,21056,7105535
JU1409,QX1233,6,21056,7105535
JU1409,KR314,6,21056,7105535
JU1409,LKC34,6,3219578,7105535
JU1409,PB303,6,21056,7105535
JU1491,LKC34,6,21056,7105535
KR314,LKC34,6,21056,7105535
QX1233,LKC34,6,21056,7105535
AB1,JU751,6,5884006,7525158
AB4,JU751,6,5884006,7525158
CB4852,JU751,6,5884006,7525158
CB4854,JU751,6,5884006,7525158
CB4858,JU751,6,5884006,7525158
CX11262,JU751,6,5884006,7525158
CX11271,JU751,6,5884006,7525158
CX11276,JU751,6,5884006,7525158
CX11285,JU751,6,5884006,7525158
CX11292,JU751,6,5884006,7525158
CX11314,JU751,6,5884006,7525158
DL226,JU751,6,5884006,7525158
ED3005,JU751,6,5884006,7525158
ED3011,JU751,6,5884006,7525158
ED3012,JU751,6,5884006,7525158
ED3017,JU751,6,5884006,7525158
ED3040,JU751,6,5884006,7525158
ED3046,JU751,6,5884006,7525158
ED3048,JU751,6,5884006,7525158
ED3049,JU751,6,5884006,7525158
ED3052,JU751,6,5884006,7525158
ED3073,JU751,6,5884006,7525158
ED3077,JU751,6,5884006,7525158
EG4347,JU751,6,5884006,7525158
EG4349,JU751,6,5884006,7525158
JU258,EG4724,6,4593151,7525158
EG4725,JU751,6,5884006,7525158
EG4946,JU751,6,5884006,7525158
JT11398,JU751,6,5884006,7525158
JU1088,JU751,6,5884006,7525158
JU1172,JU751,6,5884006,7525158
JU1200,JU751,6,5884006,7525158
JU1395,JU751,6,5884006,7525158
JU1409,JU751,6,5884006,7525158
JU1440,JU751,6,5884006,7525158
JU1491,JU751,6,5884006,7525158
JU1652,JU751,6,5884006,7525158
JU1896,JU751,6,5884006,7525158
JU561,JU751,6,5884006,7525158
JU830,JU751,6,5884006,7525158
MY10,JU751,6,5884006,7525158
PX174,JU751,6,5884006,7525158
PX179,JU751,6,5884006,7525158
QX1233,JU751,6,5884006,7525158
WN2002,JU751,6,5884006,7525158
JU751,JU774,6,5884006,7525158
JU751,JU778,6,5884006,7525158
JU751,JU782,6,5884006,7525158
JU751,KR314,6,5884006,7525158
JU751,LKC34,6,5884006,7525158
JU751,MY1,6,5884006,7525158
JU751,PB303,6,5884006,7525158
JU751,PS2025,6,5884006,7525158
ED3012,AB1,6,4964656,7899006
AB1,ED3046,6,21056,7899006
AB1,ED3049,6,21056,7899006
AB1,JU1200,6,4964656,7899006
ED3012,AB4,6,4964656,7899006
ED3073,AB4,6,21056,7899006
JU1491,AB4,6,21056,7899006
QX1233,AB4,6,21056,7899006
AB4,ED3046,6,21056,7899006
AB4,ED3049,6,21056,7899006
AB4,JU1200,6,4964656,7899006
AB4,JU1440,6,21056,7899006
CB4852,ED3012,6,4964656,7899006
CB4852,ED3046,6,2602978,7899006
CB4852,ED3049,6,2602978,7899006
CB4852,JU1200,6,4964656,7899006
ED3012,CB4854,6,4964656,7899006
CB4854,ED3046,6,21056,7899006
CB4854,ED3049,6,21056,7899006
CB4854,JU1200,6,4964656,7899006
CB4858,ED3012,6,4964656,7899006
CB4858,ED3046,6,21056,7899006
CB4858,ED3049,6,21056,7899006
CB4858,JU1200,6,4964656,7899006
CX11262,ED3012,6,5884006,7899006
CX11262,ED3046,6,5884006,7899006
CX11262,ED3049,6,5884006,7899006
CX11262,JU1200,6,6470452,7899006
CX11271,ED3012,6,4964656,7899006
CX11271,ED3046,6,21056,7899006
CX11271,ED3049,6,21056,7899006
CX11271,JU1200,6,6470452,7899006
CX11276,ED3012,6,4964656,7899006
CX11276,ED3046,6,21056,7899006
CX11276,ED3049,6,21056,7899006
CX11276,JU1200,6,4964656,7899006
CX11285,ED3012,6,5884006,7899006
CX11285,ED3046,6,5884006,7899006
CX11285,ED3049,6,5884006,7899006
CX11285,JU1200,6,5884006,7899006
CX11292,ED3012,6,4964656,7899006
CX11292,ED3046,6,21056,7899006
CX11292,ED3049,6,21056,7899006
CX11292,JU1200,6,4964656,7899006
ED3012,CX11314,6,4964656,7899006
CX11314,ED3046,6,21056,7899006
CX11314,ED3049,6,21056,7899006
CX11314,JU1200,6,4964656,7899006
CX11315,ED3012,6,7105603,7899006
CX11315,ED3046,6,7105603,7899006
CX11315,ED3049,6,7105603,7899006
CX11315,JU1200,6,7105603,7899006
ED3012,DL226,6,4964656,7899006
DL226,ED3046,6,21056,7899006
DL226,ED3049,6,21056,7899006
DL226,JU1200,6,4964656,7899006
ED3005,ED3012,6,4964656,7899006
ED3005,ED3046,6,2137728,7899006
ED3005,ED3049,6,2137728,7899006
ED3005,JU1200,6,4964656,7899006
ED3012,ED3011,6,4964656,7899006
ED3011,ED3046,6,21056,7899006
ED3011,ED3049,6,21056,7899006
ED3011,JU1200,6,4964656,7899006
ED3012,ED3017,6,4964656,7899006
ED3012,ED3048,6,4964656,7899006
ED3012,ED3052,6,4964656,7899006
ED3012,ED3073,6,4964656,7899006
ED3012,EG4347,6,4964656,7899006
ED3012,EG4349,6,4964656,7899006
ED3012,EG4946,6,4964656,7899006
ED3012,JT11398,6,4964656,7899006
ED3012,JU1491,6,4964656,7899006
ED3012,JU360,6,7105603,7899006
ED3012,JU363,6,7105603,7899006
ED3012,JU561,6,4964656,7899006
ED3012,JU830,6,5574662,7899006
ED3012,MY10,6,4964656,7899006
ED3012,PX174,6,4964656,7899006
ED3012,PX179,6,4964656,7899006
ED3012,QX1233,6,4964656,7899006
ED3012,WN2002,6,4964656,7899006
ED3012,ED3040,6,4964656,7899006
ED3012,ED3077,6,4964656,7899006
ED3012,EG4725,6,4964656,7899006
ED3012,JU1088,6,5289771,7899006
ED3012,JU1172,6,4964656,7899006
ED3012,JU1395,6,4964656,7899006
ED3012,JU1440,6,4964656,7899006
ED3012,JU1652,6,4964656,7899006
ED3012,JU1896,6,4964656,7899006
ED3012,JU774,6,4964656,7899006
ED3012,JU778,6,4964656,7899006
ED3012,JU782,6,4964656,7899006
ED3012,KR314,6,4964656,7899006
ED3012,MY1,6,4964656,7899006
ED3012,PB303,6,4964656,7899006
ED3012,PS2025,6,5884006,7899006
ED3017,ED3046,6,2602978,7899006
ED3017,ED3049,6,2602978,7899006
ED3017,JU1200,6,4964656,7899006
ED3040,ED3046,6,3709807,7899006
ED3040,ED3049,6,3709807,7899006
ED3040,JU1200,6,4964656,7899006
ED3048,ED3046,6,3709807,7899006
ED3052,ED3046,6,2137728,7899006
ED3073,ED3046,6,21056,7899006
EG4347,ED3046,6,21056,7899006
EG4349,ED3046,6,1444043,7899006
EG4946,ED3046,6,21056,7899006
JT11398,ED3046,6,3219578,7899006
JU1409,ED3046,6,21056,7899006
JU1491,ED3046,6,21056,7899006
JU360,ED3046,6,7105603,7899006
JU363,ED3046,6,7105603,7899006
JU561,ED3046,6,2602978,7899006
JU830,ED3046,6,5574662,7899006
MY10,ED3046,6,21056,7899006
PX174,ED3046,6,21056,7899006
PX179,ED3046,6,21056,7899006
QX1233,ED3046,6,21056,7899006
WN2002,ED3046,6,21056,7899006
ED3046,ED3077,6,21056,7899006
ED3046,EG4725,6,21056,7899006
ED3046,JU1088,6,5289771,7899006
ED3046,JU1172,6,21056,7899006
ED3046,JU1395,6,2602978,7899006
ED3046,JU1440,6,21056,7899006
ED3046,JU1652,6,21056,7899006
ED3046,JU1896,6,21056,7899006
ED3046,JU774,6,21056,7899006
ED3046,JU778,6,21056,7899006
ED3046,JU782,6,4171277,7899006
ED3046,KR314,6,21056,7899006
ED3046,LKC34,6,21056,7899006
ED3046,MY1,6,21056,7899006
ED3046,PB303,6,21056,7899006
ED3046,PS2025,6,5884006,7899006
ED3048,ED3049,6,3709807,7899006
ED3048,JU1200,6,4964656,7899006
ED3052,ED3049,6,2137728,7899006
ED3073,ED3049,6,21056,7899006
EG4347,ED3049,6,21056,7899006
EG4349,ED3049,6,1444043,7899006
EG4946,ED3049,6,21056,7899006
JT11398,ED3049,6,3219578,7899006
JU1409,ED3049,6,21056,7899006
JU1491,ED3049,6,21056,7899006
JU360,ED3049,6,7105603,7899006
JU363,ED3049,6,7105603,7899006
JU561,ED3049,6,2602978,7899006
JU830,ED3049,6,5574662,7899006
MY10,ED3049,6,21056,7899006
PX174,ED3049,6,21056,7899006
PX179,ED3049,6,21056,7899006
QX1233,ED3049,6,21056,7899006
WN2002,ED3049,6,21056,7899006
ED3049,ED3077,6,21056,7899006
ED3049,EG4725,6,21056,7899006
ED3049,JU1088,6,5289771,7899006
ED3049,JU1172,6,21056,7899006
ED3049,JU1395,6,2602978,7899006
ED3049,JU1440,6,21056,7899006
ED3049,JU1652,6,21056,7899006
ED3049,JU1896,6,21056,7899006
ED3049,JU774,6,21056,7899006
ED3049,JU778,6,21056,7899006
ED3049,JU782,6,4171277,7899006
ED3049,KR314,6,21056,7899006
ED3049,LKC34,6,21056,7899006
ED3049,MY1,6,21056,7899006
ED3049,PB303,6,21056,7899006
ED3049,PS2025,6,5884006,7899006
ED3052,JU1200,6,4964656,7899006
ED3073,JU1200,6,4964656,7899006
ED3077,JU1200,6,4964656,7899006
EG4347,JU1200,6,4964656,7899006
EG4349,JU1200,6,4964656,7899006
EG4725,JU1200,6,4964656,7899006
EG4946,JU1200,6,4964656,7899006
JT11398,JU1200,6,4964656,7899006
JU1088,JU1200,6,5289771,7899006
JU1172,JU1200,6,4964656,7899006
JU1409,JU1200,6,4964656,7899006
JU1491,JU1200,6,4964656,7899006
JU360,JU1200,6,7105603,7899006
JU363,JU1200,6,7105603,7899006
JU561,JU1200,6,4964656,7899006
JU830,JU1200,6,5574662,7899006
MY10,JU1200,6,4964656,7899006
PX174,JU1200,6,4964656,7899006
PX179,JU1200,6,4964656,7899006
QX1233,JU1200,6,4964656,7899006
WN2002,JU1200,6,6470452,7899006
JU1200,JU1395,6,4964656,7899006
JU1200,JU1440,6,4964656,7899006
JU1200,JU1652,6,4964656,7899006
JU1200,JU1896,6,4964656,7899006
JU1200,JU774,6,4964656,7899006
JU1200,JU778,6,4964656,7899006
JU1200,JU782,6,4964656,7899006
JU1200,KR314,6,4964656,7899006
JU1200,LKC34,6,6470452,7899006
JU1200,MY1,6,4964656,7899006
JU1200,PB303,6,4964656,7899006
JU1200,PS2025,6,5884006,7899006
EG4347,AB4,6,21056,8122793
EG4347,JU1088,6,5289771,8122793
EG4347,JU778,6,21056,8122793
AB1,MY1,6,21056,8456227
AB4,MY1,6,21056,8456227
CB4852,MY1,6,2602978,8456227
CB4854,MY1,6,21056,8456227
CB4858,MY1,6,21056,8456227
CX11262,MY1,6,5884006,8456227
CX11264,JU1400,6,6470452,8456227
CX11271,MY1,6,21056,8456227
CX11276,MY1,6,21056,8456227
CX11285,MY1,6,5884006,8456227
CX11292,MY1,6,21056,8456227
CX11307,JU1400,6,6470452,8456227
CX11314,MY1,6,21056,8456227
CX11315,MY1,6,7105603,8456227
DL226,MY1,6,21056,8456227
ED3005,MY1,6,1746923,8456227
ED3011,MY1,6,21056,8456227
ED3017,MY1,6,2602978,8456227
ED3040,MY1,6,4171277,8456227
ED3048,MY1,6,3709807,8456227
ED3052,MY1,6,2137728,8456227
ED3073,MY1,6,21056,8456227
ED3077,MY1,6,21056,8456227
EG4347,MY1,6,21056,8456227
EG4349,MY1,6,1444043,8456227
EG4725,MY1,6,21056,8456227
EG4946,MY1,6,21056,8456227
JT11398,MY1,6,3219578,8456227
JU1088,MY1,6,5289771,8456227
JU1172,MY1,6,21056,8456227
JU1395,MY1,6,2602978,8456227
JU1409,MY1,6,21056,8456227
JU1440,MY1,6,4171277,8456227
JU1491,MY1,6,21056,8456227
JU1652,MY1,6,21056,8456227
JU1896,MY1,6,21056,8456227
JU360,MY1,6,7105603,8456227
JU363,MY1,6,7105603,8456227
JU561,MY1,6,2602978,8456227
JU774,MY1,6,21056,8456227
JU778,MY1,6,21056,8456227
JU782,MY1,6,4171277,8456227
JU830,MY1,6,5574662,8456227
KR314,MY1,6,21056,8456227
LKC34,MY1,6,21056,8456227
MY10,MY1,6,4171277,8456227
PX174,MY1,6,21056,8456227
PX179,MY1,6,21056,8456227
QX1233,MY1,6,21056,8456227
WN2002,MY1,6,21056,8456227
MY1,PB303,6,21056,8456227
MY1,PS2025,6,5884006,8456227
ED3017,AB1,6,2602978,8805211
EG4946,AB1,6,21056,8805211
ED3017,AB4,6,2602978,8805211
JU1409,AB4,6,7532773,8805211
JU561,AB4,6,2602978,8805211
AB4,KR314,6,21056,8805211
AB4,PB303,6,21056,8805211
CB4851,JU1581,6,7105603,8805211
CB4851,JU311,6,4171277,8805211
CB4851,MY18,6,6180531,8805211
CB4851,JU1246,6,7105603,8805211
CB4851,JU1580,6,7105603,8805211
CB4851,JU393,6,21056,8805211
CB4851,MY16,6,6180531,8805211
CB4852,ED3017,6,21056,8805211
CB4852,EG4946,6,2602978,8805211
CB4853,MY23,6,7532773,8805211
ED3017,CB4854,6,2602978,8805211
EG4946,CB4854,6,21056,8805211
MY23,CB4857,6,7532773,8805211
CB4858,ED3017,6,2602978,8805211
CB4858,ED3073,6,21056,8805211
CB4858,JU1409,6,21056,8805211
CB4858,JU561,6,2602978,8805211
CB4858,KR314,6,21056,8805211
CB4858,PB303,6,21056,8805211
JU1581,CB4932,6,7105603,8805211
JU311,CB4932,6,5289771,8805211
MY18,CB4932,6,6180531,8805211
CB4932,JU1246,6,7105603,8805211
CB4932,JU1580,6,7105603,8805211
CB4932,JU393,6,5289771,8805211
CB4932,MY16,6,6180531,8805211
CX11262,ED3017,6,5884006,8805211
CX11262,ED3073,6,5884006,8805211
CX11262,JU1409,6,5884006,8805211
CX11262,JU561,6,5884006,8805211
CX11262,KR314,6,5884006,8805211
CX11262,PB303,6,6470452,8805211
CX11271,ED3017,6,2602978,8805211
CX11271,ED3073,6,21056,8805211
CX11271,JU1409,6,7532773,8805211
CX11271,JU561,6,2602978,8805211
CX11271,KR314,6,21056,8805211
CX11271,PB303,6,6470452,8805211
CX11276,ED3017,6,2602978,8805211
CX11276,EG4946,6,21056,8805211
CX11285,ED3017,6,5884006,8805211
CX11285,EG4946,6,5884006,8805211
CX11292,ED3017,6,2602978,8805211
CX11292,ED3073,6,21056,8805211
CX11292,JU1409,6,21056,8805211
CX11292,JU561,6,2602978,8805211
CX11292,KR314,6,21056,8805211
CX11292,PB303,6,21056,8805211
ED3017,CX11314,6,2602978,8805211
ED3073,CX11314,6,21056,8805211
JU1409,CX11314,6,3219578,8805211
JU561,CX11314,6,2602978,8805211
CX11314,KR314,6,21056,8805211
CX11314,PB303,6,21056,8805211
CX11315,ED3017,6,7105603,8805211
CX11315,EG4946,6,7105603,8805211
ED3017,DL226,6,2602978,8805211
EG4946,DL226,6,21056,8805211
ED3005,ED3017,6,2602978,8805211
ED3005,ED3073,6,2137728,8805211
ED3005,JU1409,6,2137728,8805211
ED3005,JU561,6,2602978,8805211
ED3005,KR314,6,2137728,8805211
ED3005,PB303,6,1746923,8805211
ED3017,ED3011,6,2602978,8805211
EG4946,ED3011,6,21056,8805211
ED3017,ED3048,6,3709807,8805211
ED3017,ED3052,6,2602978,8805211
ED3017,ED3073,6,2602978,8805211
ED3017,EG4347,6,2602978,8805211
ED3017,EG4349,6,2602978,8805211
ED3017,EG4946,6,2602978,8805211
ED3017,JT11398,6,3219578,8805211
ED3017,JU1409,6,2602978,8805211
ED3017,JU1491,6,2602978,8805211
ED3017,JU360,6,7105603,8805211
ED3017,JU363,6,7105603,8805211
ED3017,JU561,6,2602978,8805211
ED3017,JU830,6,5574662,8805211
ED3017,MY10,6,2602978,8805211
ED3017,PX174,6,2602978,8805211
ED3017,PX179,6,2602978,8805211
ED3017,QX1233,6,2602978,8805211
ED3017,WN2002,6,2602978,8805211
ED3017,ED3040,6,3709807,8805211
ED3017,ED3077,6,2602978,8805211
ED3017,EG4725,6,2602978,8805211
ED3017,JU1088,6,5289771,8805211
ED3017,JU1172,6,2602978,8805211
ED3017,JU1395,6,21056,8805211
ED3017,JU1440,6,2602978,8805211
ED3017,JU1652,6,2602978,8805211
ED3017,JU1896,6,2602978,8805211
ED3017,JU774,6,2602978,8805211
ED3017,JU778,6,2602978,8805211
ED3017,JU782,6,4171277,8805211
ED3017,KR314,6,2602978,8805211
ED3017,LKC34,6,2602978,8805211
ED3017,PB303,6,2602978,8805211
ED3017,PS2025,6,5884006,8805211
EG4946,ED3040,6,3709807,8805211
ED3048,EG4946,6,3709807,8805211
ED3052,EG4946,6,2137728,8805211
ED3073,EG4347,6,21056,8805211
ED3073,EG4946,6,21056,8805211
ED3073,QX1233,6,21056,8805211
ED3073,JU1172,6,21056,8805211
ED3073,PS2025,6,5884006,8805211
EG4946,ED3077,6,21056,8805211
EG4347,JU1409,6,7532773,8805211
EG4347,JU561,6,2602978,8805211
EG4347,KR314,6,21056,8805211
EG4347,PB303,6,21056,8805211
EG4349,EG4946,6,1444043,8805211
EG4946,EG4725,6,21056,8805211
EG4946,JT11398,6,3219578,8805211
EG4946,JU1409,6,3219578,8805211
EG4946,JU1491,6,21056,8805211
EG4946,JU360,6,7105603,8805211
EG4946,JU363,6,7105603,8805211
EG4946,JU561,6,2602978,8805211
EG4946,JU830,6,5574662,8805211
EG4946,MY10,6,21056,8805211
EG4946,PX174,6,21056,8805211
EG4946,PX179,6,21056,8805211
EG4946,WN2002,6,21056,8805211
EG4946,JU1088,6,5289771,8805211
EG4946,JU1395,6,2602978,8805211
EG4946,JU1440,6,21056,8805211
EG4946,JU1652,6,21056,8805211
EG4946,JU1896,6,21056,8805211
EG4946,JU774,6,21056,8805211
EG4946,JU778,6,21056,8805211
EG4946,JU782,6,4171277,8805211
EG4946,KR314,6,21056,8805211
EG4946,LKC34,6,21056,8805211
EG4946,PB303,6,21056,8805211
JU1409,JU1172,6,21056,8805211
JU561,JU1172,6,2602978,8805211
JU1172,KR314,6,21056,8805211
JU1172,PB303,6,21056,8805211
JU1212,JU1581,6,7105603,8805211
JU1212,JU311,6,4171277,8805211
JU1212,MY18,6,6180531,8805211
JU1212,JU1246,6,7105603,8805211
JU1212,JU1580,6,7105603,8805211
JU1212,JU393,6,21056,8805211
JU1212,MY16,6,6180531,8805211
JU1568,JU1246,6,7105603,8805211
JU311,JU1246,6,7105603,8805211
JU367,JU1246,6,7105603,8805211
JU394,JU1246,6,7105603,8805211
JU397,JU1246,6,7105603,8805211
LSJ1,JU1246,6,7105603,8805211
MY18,JU1246,6,7105603,8805211
JU1246,JU1586,6,7105603,8805211
JU1246,JU406,6,7105603,8805211
JU1246,MY16,6,7105603,8805211
JU1409,QX1233,6,7532773,8805211
JU1409,PS2025,6,5884006,8805211
JU1581,JU1568,6,7105603,8805211
JU1568,JU311,6,4171277,8805211
JU1568,MY18,6,6180531,8805211
JU1568,JU1580,6,7105603,8805211
JU1568,JU393,6,21056,8805211
JU1568,MY16,6,6180531,8805211
JU311,JU1580,6,7105603,8805211
JU367,JU1580,6,7105603,8805211
JU394,JU1580,6,7105603,8805211
JU397,JU1580,6,7105603,8805211
LSJ1,JU1580,6,7105603,8805211
MY18,JU1580,6,7105603,8805211
JU1580,JU1586,6,7105603,8805211
JU1580,JU406,6,7105603,8805211
JU1580,MY16,6,7105603,8805211
JU1581,JU311,6,7105603,8805211
JU1581,JU367,6,7105603,8805211
JU1581,JU394,6,7105603,8805211
JU1581,JU397,6,7105603,8805211
JU1581,LSJ1,6,7105603,8805211
JU1581,MY18,6,7105603,8805211
JU1581,JU1586,6,7105603,8805211
JU1581,JU406,6,7105603,8805211
JU1581,MY16,6,7105603,8805211
JU311,JU1586,6,4171277,8805211
MY18,JU1586,6,6180531,8805211
JU1586,JU393,6,21056,8805211
JU1586,MY16,6,6180531,8805211
JU311,JU367,6,4171277,8805211
JU311,JU394,6,4171277,8805211
JU311,JU397,6,6180531,8805211
JU311,LSJ1,6,4171277,8805211
JU311,JU393,6,4171277,8805211
JU311,JU406,6,4171277,8805211
JU367,MY18,6,6180531,8805211
JU367,JU393,6,21056,8805211
JU367,MY16,6,6180531,8805211
JU394,JU393,6,21056,8805211
JU397,JU393,6,6180531,8805211
LSJ1,JU393,6,21056,8805211
MY18,JU393,6,21056,8805211
JU393,JU406,6,21056,8805211
JU393,MY16,6,2137728,8805211
JU394,MY18,6,6180531,8805211
JU394,MY16,6,6180531,8805211
JU397,MY18,6,6180531,8805211
JU397,MY16,6,6180531,8805211
MY18,JU406,6,6180531,8805211
JU406,MY16,6,6180531,8805211
JU561,QX1233,6,2602978,8805211
JU561,PS2025,6,5884006,8805211
QX1233,KR314,6,21056,8805211
KR314,PS2025,6,5884006,8805211
LSJ1,MY18,6,6180531,8805211
LSJ1,MY16,6,6180531,8805211
QX1233,PB303,6,21056,8805211
PB303,PS2025,6,5884006,8805211
CB4858,AB1,6,21056,9128047
CX11292,AB1,6,21056,9128047
CX11262,AB1,6,5884006,9128047
CX11271,AB1,6,21056,9128047
ED3005,AB1,6,2137728,9128047
EG4347,AB1,6,21056,9128047
QX1233,AB1,6,21056,9128047
AB1,AB4,6,21056,9128047
AB1,CX11314,6,21056,9128047
AB1,JU1172,6,21056,9128047
AB1,PS2025,6,5884006,9128047
CB4852,AB4,6,2602978,9128047
CX11315,AB4,6,7105603,9128047
CX11276,AB4,6,21056,9128047
CX11285,AB4,6,5884006,9128047
ED3012,AB4,6,8122802,9128047
ED3048,AB4,6,3709807,9128047
ED3052,AB4,6,2137728,9128047
EG4349,AB4,6,1444043,9128047
JT11398,AB4,6,3219578,9128047
JU1491,AB4,6,8122802,9128047
JU360,AB4,6,7105603,9128047
JU363,AB4,6,7105603,9128047
JU830,AB4,6,5574662,9128047
MY10,AB4,6,21056,9128047
PX174,AB4,6,21056,9128047
PX179,AB4,6,21056,9128047
WN2002,AB4,6,21056,9128047
AB4,CB4854,6,21056,9128047
AB4,DL226,6,21056,9128047
AB4,ED3011,6,21056,9128047
AB4,ED3040,6,3709807,9128047
AB4,ED3046,6,8122802,9128047
AB4,ED3049,6,8122802,9128047
AB4,ED3077,6,21056,9128047
AB4,EG4724,6,8122802,9128047
AB4,EG4725,6,21056,9128047
AB4,JU1088,6,5289771,9128047
